img,movie_name,year,genre,Overview,Director,Actor1,Actor2,Actor3,Actor4
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mission Mangal,-2019,"Drama, History","Based on true events of the Indian Space Research Organisation (ISRO) successfully launching the Mars Orbiter Mission (Mangalyaan), making it the least expensive mission to Mars.",Jagan Shakti,Akshay Kumar,Vidya Balan,Taapsee Pannu,Sonakshi Sinha
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Aankhen,-2002,"Crime, Drama, Thriller","After a temperamental man is unceremoniously stripped of his duties as a bank manager, he decides to seek revenge by robbing the bank. He trains three blind men to do this risky task for him.",Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen,Arjun Rampal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Chachi 420,-1997,"Comedy, Drama, Family",Desperation to be with his only child forces a divorced man to take the guise of the child's nanny. Situations get really messy when the child's grandfather (the man's ex-father-in-law) falls in love with his disguised ex-son-in-law.,Kamal Haasan,Kamal Haasan,Amrish Puri,Om Puri,Tabu
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,AK vs AK,-2020,"Action, Comedy, Crime","A filmmaker kidnaps the daughter of a movie star, and while the star searches for his daughter the director films the desperate search in real time for his next blockbuster movie.",Vikramaditya Motwane,Anil Kapoor,Anurag Kashyap,Sonam Kapoor,Harshvardhan Kapoor
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,N.H 10,-2015,"Action, Crime, Drama","On their way to a weekend retreat, a married couple find their dream vacation turn into a nightmare when they cross paths with a dangerous gang.",Navdeep Singh,Anushka Sharma,Neil Bhoopalam,Darshan Kumaar,Deepti Naval
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bala,-2019,Comedy,It tells the story of a man who is balding prematurely and how he copes up with the situation.,Amar Kaushik,Ayushmann Khurrana,Bhumi Pednekar,Yami Gautam,Saurabh Shukla
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,The Ghazi Attack,-2017,"Action, Thriller, War","A Pakistani submarine, Ghazi plans to secretly attack Vizag port. For doing so, it has to get past Indian submarine S21.",Sankalp Reddy,Rana Daggubati,Kay Kay Menon,Atul Kulkarni,Om Puri
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dream Girl,(III) (2019),"Comedy, Romance","Rom-com Movie, directed by Raaj Shaandilyaa, stars Ayushmann Khurrana who plays a 'dream girl'. In every love story, there is always one trying to win the heart of the other, who could be the 'dream girl'.",Raaj Shaandilyaa,Ayushmann Khurrana,Nushrat Bharucha,Annu Kapoor,Manjot Singh
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Te3n,-2016,"Drama, Mystery, Thriller","A grandfather, a priest, and a police officer investigate the case of a kidnapped child.",Ribhu Dasgupta,Amitabh Bachchan,Nawazuddin Siddiqui,Vidya Balan,Aarnaa Sharma
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Brothers,(I) (2015),"Action, Drama, Sport","After living many years together, two brothers discover that they are not blood related so square off in a mixed martial arts tournament to determine whose blood is stronger.",Karan Malhotra,Akshay Kumar,Sidharth Malhotra,Jackie Shroff,Jacqueline Fernandez
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Veere Di Wedding,-2018,Comedy,Four girls on their way to find true love discover that their friendship must remain strong till the wedding of a friend named Veer.,Shashanka Ghosh,Kareena Kapoor,Sonam Kapoor,Neena Gupta,Swara Bhaskar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tees Maar Khan,-2010,"Comedy, Crime","Posing as a movie producer, a conman attempts to trick an entire village into helping him rob a treasure-laden train.",Farah Khan,Akshay Kumar,Katrina Kaif,Akshaye Khanna,Rajiv Laxman
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Go Goa Gone,-2013,"Action, Adventure, Comedy","A group of friends, just looking to have a good time in a rave party on a remote island in Goa, find out that the island is infested with Zombies.",Krishna D.K.,Raj Nidimoru,Saif Ali Khan,Kunal Khemu,Vir Das
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Peepli [Live],-2010,"Comedy, Drama",An impoverished farmer's threat to end his life invites attention from politicians and media.,Anusha Rizvi,Mahmood Farooqui,Omkar Das Manikpuri,Raghuvir Yadav,Shalini Vatsa
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Gold,(I) (2018),"Drama, History, Sport",The journey of a man who was instrumental in making India win its first Olympic gold medal as a free nation.,Reema Kagti,Akshay Kumar,Mouni Roy,Kunal Kapoor,Amit Sadh
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Chupke Chupke,-1975,"Comedy, Drama, Romance",A newly wedded husband plays a practical joke on his wife's family with full support from his wife and friends.,Hrishikesh Mukherjee,Dharmendra,Sharmila Tagore,Amitabh Bachchan,Jaya Bachchan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mardaani,-2014,"Action, Crime, Drama","A story of Shivani Shivaji Roy, Crime Branch, who sets out to confront the mastermind behind a child trafficking mafia.",Pradeep Sarkar,Rani Mukerji,Tahir Raj Bhasin,Priyanka Sharma,Habib Al Aidroos
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Fashion,-2008,"Drama, Romance",A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds out that there's a price for her glamorous new life.,Madhur Bhandarkar,Priyanka Chopra Jonas,Kangana Ranaut,Mugdha Godse,Arbaaz Khan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kalank,-2019,"Drama, Romance","The lives of six enigmatic characters become entangled whilst in search of love, but separated by the dichotomy between the two worlds of Husnabad, a town in North India.",Abhishek Varman,Varun Dhawan,Alia Bhatt,Madhuri Dixit,Sanjay Dutt
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Humpty Sharma Ki Dulhania,-2014,"Comedy, Drama, Romance","A girl from Ambala, Kavya Pratap Singh, is about to be married. When she visits Delhi to shop for her 'dhai lakh ka Ghagra, she meets Humpty Sharma, a carefree Delhiite, and falls in love with him.",Shashank Khaitan,Varun Dhawan,Alia Bhatt,Ashutosh Rana,Sidharth Shukla
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Johnny Gaddaar,-2007,"Crime, Drama, Mystery","Police officers recount a tale of missing money which results in lies, deceit, betrayal and death.",Sriram Raghavan,Dharmendra,Rimi Sen,Ashwini Kalsekar,Neil Nitin Mukesh
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Partner,-2007,"Comedy, Drama, Romance","A 'Love Guru' assists other males, woos a widowed single mother, but becomes embroiled in controversies.",David Dhawan,Salman Khan,Govinda,Lara Dutta,Katrina Kaif
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Angrezi Medium,-2020,"Comedy, Drama","When his daughter decides to further her studies in London, a hardworking Rajasthani businessman does everything in power to make her dreams come true.",Homi Adajania,Irrfan Khan,Radhika Madan,Kareena Kapoor,Deepak Dobriyal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Table No.21,-2013,"Adventure, Drama, Thriller",A couple is drawn into a game show with a whooping winning prize. However the game turns into more than a survival for them with no escape.,Aditya Datt,Paresh Rawal,Rajeev Khandelwal,Tina Desai,Dhruv Ganesh
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bhagam Bhag,-2006,"Comedy, Drama, Thriller","The members of a drama troupe fall in trouble when they are framed for a murder. Things go worse when they find their actress committing suicide, which is somehow linked with the murder.",Priyadarshan,Akshay Kumar,Govinda,Paresh Rawal,Lara Dutta
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Saala Khadoos,-2016,"Action, Drama, Sport",The story of a former boxer who quits boxing following a fallout with the authorities over the underlying politics but goes on to coach a fisherwoman to fulfill his dream through her.,Sudha Kongara,Madhavan,Nassar,Radha Ravi,Kaali Venkat
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Don,-1978,"Action, Crime, Thriller","Don, a wanted criminal, dies in a police chase. DSP D'Silva is the only one who knows about his death, and to get hold of the gang he trains Don-lookalike Vijay. But Vijay faces danger from the police and from within the gang.",Chandra Barot,Amitabh Bachchan,Zeenat Aman,Pran,Iftekhar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,The Big Bull,-2021,"Biography, Crime, Drama",The story of the film is based on real events of financial market that took place between 1990 and 2000 involving Harshad Mehta and his financial crimes.,Kookie Gulati,Abhishek Bachchan,Nikita Dutta,Ileana D'Cruz,Sanjeev Pandey
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mrs. Serial Killer,-2020,"Crime, Drama, Thriller","When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence.",Shirish Kunder,Jacqueline Fernandez,Manoj Bajpayee,Mohit Raina,Zayn Marie Khan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,When Love Calls,-1989,"Drama, Musical, Romance","After Suman's father leaves her in the care of another family while he travels abroad, she falls in love with Prem. However, in order to for them to marry, Prem has to prove to Suman's father that he is not the same as his own dad.",Sooraj R. Barjatya,Salman Khan,Bhagyashree,Alok Nath,Rajeev Verma
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Paa,-2009,"Comedy, Drama",A father tries to help his son cope with a rare condition that causes the young boy to age beyond his years.,R. Balki,Amitabh Bachchan,Abhishek Bachchan,Vidya Balan,Paresh Rawal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kedarnath,-2018,"Drama, Romance","Mansoor, a reserved and reticent Pithoo, helps pilgrims make an arduous journey upwards to the temple town. His world turns around when he meets the beautiful and rebellious Mukku who draws him into a whirlwind of intense love.",Abhishek Kapoor,Sushant Singh Rajput,Sara Ali Khan,Nitish Bharadwaj,Alka Amin
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bheja Fry,-2007,"Comedy, Drama","Ranjit, who makes fun of idiots, gets completely annoyed when he invites a tax inspector and a singer to his house.",Sagar Ballary,Vinay Pathak,Rajat Kapoor,Sarika,Milind Soman
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Gulabo Sitabo,-2020,"Comedy, Drama","Two scheming men get caught up in a game of one upmanship, each one attracting other members to their clan and each one with an agenda of his own.",Shoojit Sircar,Amitabh Bachchan,Ayushmann Khurrana,Vijay Raaz,Brijendra Kala
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Life in a Metro,-2007,"Comedy, Drama, Romance","Six different stories, about nine people, each with different issues and problems, all occurring within one place: the METRO.",Anurag Basu,Dharmendra,Irrfan Khan,Konkona Sen Sharma,Kay Kay Menon
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Trapped,(XVII) (2016),"Drama, Thriller","A man struggles to survive after he unintentionally locks himself up in a high rise devoid of food, water and electricity.",Vikramaditya Motwane,Rajkummar Rao,Geetanjali Thapa,Shiladitya Sen,Rahul Patel
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,No One Killed Jessica,-2011,"Biography, Crime, Drama","A journalist, who is more of an activist teams up with the sister of a murdered model, as she gets interested in the case and wants to bring justice to her case.",Raj Kumar Gupta,Rani Mukerji,Vidya Balan,Myra Karn,Neil Bhoopalam
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,No Entry,-2005,"Comedy, Drama, Musical","Kishan and Sunny's life are troubled after their womanizing friend Prem sets them up with a hooker named Bobby, leading to web of lies and confusions.",Anees Bazmee,Anil Kapoor,Fardeen Khan,Salman Khan,Bipasha Basu
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,MSG: The Messenger of God,-2015,"Action, Comedy, Drama",Guru Ji is a social reformer who works to help people fight against social evils.,Jeetu Arora,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,Daniel Kaleb,Flora Saini
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Hichki,-2018,"Comedy, Drama",Hichki presents a positive and inspiring story about a woman who turns her biggest weakness into her biggest strength.,Siddharth Malhotra,Asif Basra,Rani Mukerji,Neeraj Kabi,Rohit Saraf
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Billu,-2009,"Comedy, Drama","In an Indian village, a struggling barber sees his luck begin to turn when residents learn that a famous actor he once knew is coming to town.",Priyadarshan,Irrfan Khan,Lara Dutta,Om Puri,Asrani
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Karthik Calling Karthik,-2010,"Drama, Mystery, Romance","A much abused loner achieves success, and even wins the heart of his gorgeous co-worker, after getting early morning mysterious phone calls from someone.",Vijay Lalwani,Farhan Akhtar,Deepika Padukone,Ram Kapoor,Shefali Shah
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ghulam,-1998,"Action, Crime, Drama",An amateur boxer runs errands for a local gangster but revolts against him after the gangster kills his friend and his conscience is awakened.,Vikram Bhatt,Aamir Khan,Rani Mukerji,Rajit Kapoor,Mita Vashisht
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Housefull 4,-2019,"Action, Comedy, Drama","Three couples who get separated from each other due to an evil ploy, reincarnate after 600 years and meet each other as history repeats itself again and their respective partners get mixed up this time.",Farhad Samji,Akshay Kumar,Sam Nagar,Riteish Deshmukh,Bobby Deol
"https://m.media-amazon.com/images/M/MV5BMTQ3ZTJkYjItNTRhOC00ZjQ2LTgxMzgtZjE3NDY0NTlhYjcxXkEyXkFqcGdeQXVyOTA3MTM0MTM@._V1_UY98_CR0,0,67,98_AL_.jpg",Sanam Teri Kasam,-2016,"Drama, Musical, Romance","After being disowned by her family, an awkward librarian relies on the help of her brooding neighbour.",Radhika Rao,Vinay Sapru,Harshvardhan Rane,Mawra Hocane,Vijay Raaz
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mohenjo Daro,-2016,"Action, Adventure, Drama","In 2016 BC, a kind farmer leads an uprising in the city of Mohenjo Daro.",Ashutosh Gowariker,Hrithik Roshan,Pooja Hegde,Kabir Bedi,Arunoday Singh
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Badrinath Ki Dulhania,-2017,"Comedy, Drama, Romance",Badrinath is looking for a typical bride; Vaidehi is looking for an independent life. Together they must break with tradition and redefine their role.,Shashank Khaitan,Varun Dhawan,Alia Bhatt,Sahil Vaid,Swanand Kirkire
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ittefaq,-2017,"Crime, Mystery, Thriller",A detective seeks out the truth between two different stories of a crime scene.,Abhay Chopra,Sidharth Malhotra,Sonakshi Sinha,Akshaye Khanna,Mandira Bedi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Aamir,-2008,"Action, Crime, Drama",A doctor of Indian origin returning to Mumbai from London is forced to participate in a terrorist plot.,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala,Chinkal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Fukrey,-2013,"Comedy, Drama, Romance","The paths of four dream-chasing college friends cross with an array of colourful characters, from a tough-talking Punjabi female don to a Jugaad Baaz college watchman. Mayhem ensues.",Mrighdeep Lamba,Pulkit Samrat,Manjot Singh,Ali Fazal,Varun Sharma
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ankhon Dekhi,-2013,"Comedy, Drama","After a distressing incident, a Delhi man vows to believe only what he can see, but his new ideals soon take his life in extreme directions.",Rajat Kapoor,Sanjay Mishra,Seema Bhargava,Rajat Kapoor,Taranjit Kaur
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bachna Ae Haseeno,-2008,"Comedy, Drama, Romance","Raj is a heartbreaker. His love stories with Mahi, Radhika and Gayatri finally teach him about love and life in their own sweet, sexy and sassy way.",Siddharth Anand,Ranbir Kapoor,Deepika Padukone,Bipasha Basu,Minissha Lamba
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Boss,(I) (2013),"Action, Comedy, Crime","After his younger son falls prey to a corrupt police officer, an honest old man summons his estranged elder son to save the day.",Anthony D'Souza,Akshay Kumar,Shiv Panditt,Mithun Chakraborty,Ronit Roy
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,New York,-2009,"Crime, Drama, Thriller",A contemporary story of 3 friends discovering a new world set against the larger than life New York City. But one day the world around them changed.,Kabir Khan,John Abraham,Katrina Kaif,Neil Nitin Mukesh,Irrfan Khan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Qayamat Se Qayamat Tak,-1988,"Drama, Musical, Romance","Despite knowing that their respective families are bitter enemies, Raj and Rashmi fall in love with each other and decide to elope.",Mansoor Khan,Aamir Khan,Juhi Chawla,Goga Kapoor,Dalip Tahil
